state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(marine)	age(marine)	exponential.popSize	exponential.growthRate	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	marine.rate	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
233280000	-38348.348970102765	-511.09480541687867	-37837.25416468589	1.2003671523315764	2022.632509559997	33.38362811466976	0.9105752283263043	2022.9223014840024	340.6936384260102	5.599749707856139	0.3720335452816087	2.26181161154375	0.1599993928374853	0.047340620232135124	2.9375527890165323	0.221262041088464	0.33245852497911915	0.19513724360545218	0.23759935509540628	0.23480487632002253	0.2538386697275369	0.005799287670500116	0.00278450036546657	0.005367758621173483	0.15298978523089118	0.9837066899825446	-37837.25416468589	0.0	-501.6285972959011
233360000	-38344.723207885545	-540.3850305022427	-37804.3381773833	1.2220926452258802	2022.6107840671027	35.69685979296116	0.9158049278618279	2022.9170717844668	929.3440419114497	6.714529914928141	0.3889731592605016	2.146063975267584	0.142572035676401	0.06603545880997617	3.0094462223790077	0.24690914860650745	0.3390708812975086	0.19162495929003096	0.2395866926063634	0.22971746680609728	0.28201079574874044	0.0052546548361527955	0.0026912645081891783	0.0049052045605833825	0.14315168470652734	0.9837066899825428	-37804.3381773833	0.0	-528.8655153148976
233440000	-38337.321949701356	-529.3450855357972	-37807.97686416556	1.185318112445659	2022.647558599883	35.38887047943573	0.996294693936312	2022.8365820183924	718.5853426469197	6.477310330805934	0.4263001243253074	2.164914332532962	0.14934161289664807	0.06361579336916674	2.9443434634654744	0.25148467341041847	0.33408517552307027	0.18964053827386282	0.24421630032860422	0.23205798587446297	0.23967645843682914	0.005512483022899302	0.0023793996010045867	0.005031823508009677	0.1680011698244977	0.9837066899825369	-37807.97686416556	0.0	-518.4751501092057
233520000	-38372.91888340597	-542.0643627134064	-37830.85452069256	1.2223185883587584	2022.61055812397	36.268040762203455	0.9162397333561302	2022.9166369789725	653.2467105266659	6.200825220635951	0.42096946419778897	2.240993703743097	0.17300394163028934	0.05285706628823181	2.8552978542246477	0.25687796991592216	0.335446099881547	0.192770276536778	0.23604762413459873	0.23573599944707638	0.26363078120725103	0.005150742826222563	0.002390314703474525	0.00477245511158778	0.1579494205461115	0.9837066899825284	-37830.85452069256	0.0	-531.5363712015909
233600000	-38353.735529398924	-529.2161498498417	-37824.519379549085	1.2160065537286298	2022.6168701586	34.65819810303068	0.9279954511378334	2022.904881261191	412.64497220654835	5.774286077871874	0.4103235561686675	2.295839390109632	0.1624109769060453	0.05063469949702264	2.8436766132735216	0.23711476404508858	0.32639618564411105	0.19687625708680495	0.24413769665621565	0.2325898606128685	0.2962737140451478	0.0052924826222187984	0.002477409234813756	0.004924759291582633	0.15670524058744895	0.9837066899825417	-37824.519379549085	0.0	-519.4090936995929
233680000	-38377.501009685315	-524.8082938314914	-37852.692715853824	1.2646237966526939	2022.568252915676	34.563345863674954	0.9384658516980736	2022.8944108606306	398.56768072570276	5.757970467519235	0.3613719568491725	2.2967901303036715	0.19236009596564657	0.03796537147540204	2.8243251727989804	0.28718727260710336	0.3300503826018949	0.19397159379638787	0.24264126198479033	0.233336761616927	0.3069665062743943	0.005271149288713062	0.0024771574649055743	0.004904421840955102	0.15613509466753644	0.9837066899825496	-37852.692715853824	0.0	-515.0342759952838
233760000	-38346.19589036328	-542.0116902752088	-37804.184200088064	1.2147385817783563	2022.6181381305503	36.32823048249271	0.9042397578406123	2022.9286369544882	514.7811806363893	5.975026303950965	0.3636803418441932	2.1748548865690838	0.17130465609780865	0.06883298713492478	2.96863638858393	0.25269073977003625	0.3278147081050631	0.19700360854175614	0.2442206286933014	0.23096105465987907	0.273387370704639	0.005168124833389255	0.0028653042108743917	0.004852854448988937	0.13025768694564252	0.9837066899825286	-37804.184200088064	0.0	-531.8350939586594
233840000	-38337.51728785698	-519.6690747272231	-37817.84821312976	1.1613239129256658	2022.6715527994031	34.15788840653487	0.9371770908025969	2022.895699621526	781.6067927229492	6.467664545189003	0.3705185065282704	2.1778523858933747	0.18442370435373506	0.06441827316672186	2.9168919081047564	0.2858952219531173	0.3322170856738819	0.1967708610260817	0.2359861353171536	0.23502591798288222	0.24178786142292083	0.0051965201733529375	0.0021947396380916032	0.004740277460238002	0.1708913873293864	0.9837066899825258	-37817.84821312976	0.0	-508.76827257516965
233920000	-38332.11388806195	-505.85102866808126	-37826.262859393864	1.1365089994856303	2022.696367712843	32.32508636661529	0.931770791079594	2022.9011059212492	359.6755862210518	5.720252657222707	0.38015210503405744	2.33986796898513	0.1545540536351983	0.06901405970653247	2.761676626742319	0.2947351858967397	0.3340703092973104	0.19498965079853187	0.24028527028608976	0.23065476961806738	0.23290497540355443	0.005864577877164661	0.0028888464066763324	0.0054613701074825395	0.14915895662300485	0.9837066899825401	-37826.262859393864	0.0	-496.1746968002039
234000000	-38336.564515951344	-534.6116960321775	-37801.95281991917	1.1560362161949391	2022.6768404961338	35.35757123694941	0.9290812333842705	2022.9037954789444	975.3181014155854	6.905245295600546	0.37983024005122884	2.175118403136447	0.16156139998756086	0.06371183568324779	2.937006142218598	0.28277197892289596	0.33099767080016423	0.19632273305756737	0.2439882471810473	0.22869134896122045	0.2736596076496245	0.005379149662320653	0.002721059465416986	0.004991072115710853	0.1450871978522554	0.9837066899825326	-37801.95281991917	0.0	-522.8693679116802
